# scores/pwm2.csv
# Captured from IanniX, truncated and deduplicated
# t_seconds, fine_value      (fine_value in [-1, 1])
0.0000, 0.793580
4.9439, 0.793580
8.7786, -0.953498
10.7781, -0.918784
40.8458, -0.927466
43.0243, 0.506377
44.9393, -0.214710
67.0132, -0.214710
68.8422, -0.944856
99.9567, -0.936174
103.2656, 0.871810
105.9596, 0.870910
108.8269, -0.927461
114.8158, -0.910116
120.0000, 0.793580
